"competenciamov";"saldomovimentacao";"pais";"continente";"uf";"municipio";"cbo2002ocupacao";"subclasse";"secao";"categoria";"sexo";"nivel_instrucao";"salario";"faixa_etaria";"racacor";"faixa_horas_contrat";"indtrabparcial";"indtrabintermitente";"tipomovimentacao";"unidadesalariocodigo";"valorsalariofixo";"status_migratorio"
"202112";"-1";"NATURALIDADE BRASILEIRA";"NATURALIDADE BRASILEIRA";"41";"410690";"141510";"5611203";"I";"101";"1";"04";"1700";"04";"1";"06";"0";"0";"40";"";"";"Permanente"
"202112";"-1";"JAPÃO";"ÁSIA";"41";"410830";"521140";"1091102";"C";"101";"1";"04";"1523.38";"02";"6";"06";"0";"0";"43";"";"";"Sem informação"
"202112";"-1";"PARAGUAI";"AMÉRICA DO SUL";"41";"410830";"715230";"4120400";"F";"101";"1";"04";"1911.8";"04";"1";"06";"0";"0";"31";"1";"8.69";"Permanente"
"202112";"-1";"VENEZUELA";"AMÉRICA DO SUL";"41";"410840";"513505";"5611201";"I";"101";"1";"04";"2162.7";"04";"1";"05";"0";"0";"40";"";"";"Temporário"
"202112";"-1";"VENEZUELA";"AMÉRICA DO SUL";"41";"412550";"521125";"4712100";"G";"101";"3";"04";"1415.02";"05";"6";"06";"0";"0";"31";"";"";"Refugiado/solicitante de refúgio"
"202112";"1";"VENEZUELA";"AMÉRICA DO SUL";"42";"420200";"318405";"4774100";"G";"101";"1";"06";"1553";"04";"1";"06";"0";"0";"97";"";"";"Refugiado/solicitante de refúgio"
"202112";"-1";"VENEZUELA";"AMÉRICA DO SUL";"42";"420320";"717020";"4110700";"F";"101";"1";"04";"1480";"02";"6";"06";"0";"0";"40";"5";"1480";"Refugiado/solicitante de refúgio"
"202112";"1";"PARAGUAI";"AMÉRICA DO SUL";"42";"420540";"513205";"5620104";"I";"101";"3";"04";"1467";"04";"1";"06";"0";"0";"97";"";"";"Permanente"
"202112";"1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"42";"420820";"513505";"5620101";"I";"101";"3";"04";"1404";"03";"2";"06";"0";"0";"97";"5";"1404";"Permanente"
"202112";"1";"VENEZUELA";"AMÉRICA DO SUL";"42";"420840";"784205";"1012101";"C";"101";"1";"06";"1651.73";"04";"3";"07";"0";"0";"97";"";"";"Sem informação"
"202112";"1";"NATURALIDADE BRASILEIRA";"NATURALIDADE BRASILEIRA";"42";"421190";"422310";"8220200";"N";"101";"3";"04";"979.22";"03";"3";"05";"0";"0";"97";"";"";"Sem informação"
